0.000000000,0.165936
0.023219955,0.143168
0.046439909,0.136097
0.069659864,0.14196
0.092879819,0.144567
0.116099773,0.145449
0.139319728,0.130236
0.162539683,0.144804
0.185759637,0.133014
0.208979592,0.136737
0.232199546,0.165455
0.255419501,0.147256
0.278639456,0.140298
0.301859410,0.165707
0.325079365,0.157001
0.348299320,0.15207
0.371519274,0.148323
0.394739229,0.143068
0.417959184,0.126679
0.441179138,0.136001
0.464399093,0.136798
0.487619048,0.150691
0.510839002,0.15203
0.534058957,0.133637
0.557278912,0.133322
0.580498866,0.152276
0.603718821,0.134159
0.626938776,0.139527
0.650158730,0.142219
0.673378685,0.14426
0.696598639,0.153261
0.719818594,0.13581
0.743038549,0.160652
0.766258503,0.143519
0.789478458,0.132311
0.812698413,0.145497
0.835918367,0.130495
0.859138322,0.141892
0.882358277,0.143853
0.905578231,0.150627
0.928798186,0.135071
0.952018141,0.139772
0.975238095,0.192217
0.998458050,0.334749
1.021678005,24.0872
1.044897959,8.37845
1.068117914,6.61255
1.091337868,6.14664
1.114557823,6.13119
1.137777778,5.69713
1.160997732,4.53288
1.184217687,4.57318
1.207437642,14.088
1.230657596,18.2379
1.253877551,27.2607
1.277097506,30.6621
1.300317460,19.8174
1.323537415,15.2004
1.346757370,13.0046
1.369977324,12.9127
1.393197279,18.2651
1.416417234,15.2107
1.439637188,12.207
1.462857143,11.0319
1.486077098,16.8958
1.509297052,27.0747
1.532517007,22.9304
1.555736961,19.8403
1.578956916,18.7633
1.602176871,15.6423
1.625396825,28.9817
1.648616780,22.4434
1.671836735,18.7223
1.695056689,16.7277
1.718276644,12.9453
1.741496599,16.222
1.764716553,19.9302
1.787936508,16.3149
1.811156463,18.024
1.834376417,16.8832
1.857596372,16.3211
1.880816327,22.53
1.904036281,15.3917
1.927256236,16.3731
1.950476190,14.4219
1.973696145,15.7082
1.996916100,46.6808
2.020136054,23.6613
2.043356009,17.1489
2.066575964,16.3861
2.089795918,17.0017
2.113015873,14.477
2.136235828,18.3903
2.159455782,16.6452
2.182675737,17.8922
2.205895692,18.8499
2.229115646,21.4998
2.252335601,38.7289
2.275555556,22.8696
2.298775510,16.6648
2.321995465,12.9434
2.345215420,16.8228
2.368435374,30.6075
2.391655329,20.7928
2.414875283,20.8866
2.438095238,14.2285
2.461315193,16.407
2.484535147,18.9245
2.507755102,27.9467
2.530975057,51.2965
2.554195011,33.6474
2.577414966,25.9245
2.600634921,30.6673
2.623854875,26.332
2.647074830,20.0286
2.670294785,17.6001
2.693514739,15.8272
2.716734694,17.3847
2.739954649,30.9612
2.763174603,23.3913
2.786394558,21.4312
2.809614512,18.8764
2.832834467,17.3471
2.856054422,17.79
2.879274376,24.3962
2.902494331,35.9967
2.925714286,22.5431
2.948934240,19.0338
2.972154195,27.5453
2.995374150,36.5735
3.018594104,37.1464
3.041814059,27.5075
3.065034014,26.7979
3.088253968,31.551
3.111473923,27.8392
3.134693878,29.2274
3.157913832,25.4642
3.181133787,24.6273
3.204353741,25.0235
3.227573696,26.1425
3.250793651,30.6175
3.274013605,34.2924
3.297233560,24.8742
3.320453515,19.7337
3.343673469,18.1176
3.366893424,23.9632
3.390113379,18.8337
3.413333333,19.3212
3.436553288,17.2439
3.459773243,20.3398
3.482993197,24.5729
3.506213152,35.81
3.529433107,25.3162
3.552653061,24.0559
3.575873016,26.5808
3.599092971,23.3815
3.622312925,16.9444
3.645532880,21.5303
3.668752834,22.9144
3.691972789,19.2342
3.715192744,24.0746
3.738412698,23.5743
3.761632653,20.9503
3.784852608,19.2765
3.808072562,17.4082
3.831292517,17.6058
3.854512472,18.5084
3.877732426,26.0483
3.900952381,22.6221
3.924172336,17.4031
3.947392290,19.1483
3.970612245,16.9688
3.993832200,41.6431
4.017052154,31.4143
4.040272109,20.1873
4.063492063,18.602
4.086712018,15.2419
4.109931973,17.5198
4.133151927,13.1214
4.156371882,13.829
4.179591837,16.4196
4.202811791,19.6433
4.226031746,30.809
4.249251701,24.7198
4.272471655,19.8823
4.295691610,15.0773
4.318911565,23.303
4.342131519,22.1346
4.365351474,23.2002
4.388571429,22.1054
4.411791383,25.5666
4.435011338,23.3598
4.458231293,27.1781
4.481451247,29.7541
4.504671202,26.4791
4.527891156,21.7892
4.551111111,21.7031
4.574331066,27.4751
4.597551020,27.623
4.620770975,32.6098
4.643990930,34.5523
4.667210884,36.4175
4.690430839,52.537
4.713650794,35.459
4.736870748,22.9629
4.760090703,23.4693
4.783310658,13.6625
4.806530612,15.2556
4.829750567,22.7233
4.852970522,22.4776
4.876190476,19.7887
4.899410431,19.9077
4.922630385,19.4129
4.945850340,16.1653
4.969070295,38.0621
4.992290249,41.8471
5.015510204,46.6409
5.038730159,42.8053
5.061950113,37.6559
5.085170068,28.5982
5.108390023,28.8466
5.131609977,27.2831
5.154829932,18.1901
5.178049887,19.7851
5.201269841,19.0606
5.224489796,21.5121
5.247709751,35.7928
5.270929705,26.7975
5.294149660,18.062
5.317369615,16.5321
5.340589569,39.1039
5.363809524,35.4923
5.387029478,27.9365
5.410249433,27.2985
5.433469388,23.0296
5.456689342,27.9661
5.479909297,31.6037
5.503129252,27.2044
5.526349206,19.2995
5.549569161,22.4979
5.572789116,23.9922
5.596009070,22.0287
5.619229025,26.8087
5.642448980,25.086
5.665668934,18.4781
5.688888889,18.2544
5.712108844,47.6206
5.735328798,46.5595
5.758548753,28.7858
5.781768707,34.08
5.804988662,28.9567
5.828208617,22.9327
5.851428571,27.4217
5.874648526,27.6091
5.897868481,19.6775
5.921088435,21.5686
5.944308390,15.3019
5.967528345,18.7161
5.990748299,47.8529
6.013968254,31.5779
6.037188209,22.0103
6.060408163,18.6516
