-37.3638,0.0449873,0.199607,-0.122424,0.548194,-0.581831,0.477296,-0.276652,0.0520672,-0.0345751,-0.0161398,-0.304489,0.0100644,0.0718981,-0.206374,0.172036,-0.29964,-0.191904,0.0317881,0.114559
-36.4044,0.13036,-0.0253707,-0.0498285,0.439921,-0.603866,0.319689,-0.577486,0.343874,-0.0450977,-0.112471,0.150174,-0.106587,0.0153389,-0.0315235,0.0474722,-0.0545899,-0.0697683,0.175346,-0.0332539
-36.2401,0.245904,-0.111796,-0.2712,0.280226,-0.761514,0.431971,-0.240099,0.267917,-0.0475412,0.0974311,0.157311,-0.192183,-0.0963248,-0.0288029,0.156423,0.0148144,-0.0618165,0.0394696,0.162106
-36.4279,0.174712,-0.110524,-0.391948,0.202147,-0.545797,0.423459,-0.315823,0.466947,0.0734381,-0.0447427,0.0968121,0.212195,0.298852,-0.344686,-0.166715,0.0456432,-0.0455397,0.117043,0.0202766
-36.3555,0.305353,0.106183,-0.270796,0.300002,-0.623268,0.62832,-0.532087,0.399828,0.0412236,-0.0291581,0.0119614,-0.0914233,-0.0558198,-0.1977,0.137132,0.197982,-0.0677861,0.0607665,0.187227
-35.065,-0.289817,-0.0935605,-0.159767,0.088817,-0.17686,0.10788,0.184939,0.293625,-0.293172,-0.0223395,-0.184641,0.0897762,0.214672,0.0434866,0.167297,0.104139,-0.0876569,-0.152298,0.00907642
-27.8123,1.03924,0.629643,-0.739219,0.175376,-0.294647,-0.471734,0.839578,-0.261424,-0.537882,0.282028,-0.0636661,-0.137311,-0.204843,-0.232662,0.479123,0.694379,-0.23616,-0.193914,0.121415
-25.7136,0.886661,0.65297,-0.841654,-0.0004555,-0.289332,-0.347362,0.807729,-0.461236,-0.766184,0.474301,0.123031,-0.329348,-0.274845,0.0947912,0.572205,0.715809,-0.386407,-0.229417,0.490886
-21.0286,1.67753,0.668798,-0.763611,-0.102184,-0.163507,-0.159306,0.285544,-0.0752371,-0.142611,0.309826,0.0378523,-0.40627,0.247783,0.66816,0.275719,0.00104848,-0.302602,-0.247862,0.375735
-20.0518,1.476,0.581747,-0.399392,-0.00343389,-0.219703,-0.310974,0.132165,0.0916422,-0.0756196,-0.124475,0.14979,-0.278787,0.142839,0.47906,0.0196144,-0.398132,-0.418636,-0.200439,0.229094
