Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6mz1fBdKATx6qP4oP1I65G,"Pony","R&B: From Doo-Wop To Hip-Hop","Ginuwine",1999-10-08,251733,74,true,,2021-08-20T04:02:00Z,"r&b","Sony Music Entertainment",0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4
spotify:track:4eDCsyIHTSu3cQZ5wDIyP7,"Get It Together","No Doubt","702",1996-01-01,291400,66,false,,2023-05-04T04:40:51Z,"r&b","Motown",0.791,0.186,10,-11.367,1,0.0333,0.625,0.00000267,0.0574,0.317,114.061,4
spotify:track:18sytW2s53Of6NVudQyUlH,"Breakin' My Heart (Pretty Brown Eyes)","Meant To Be Mint","Mint Condition",1991-01-01,356960,67,false,,2022-09-16T08:12:46Z,"quiet storm,new jack swing,r&b","Perspective Records",0.672,0.52,7,-9.965,0,0.0407,0.0985,0.00000128,0.0365,0.551,137.213,4
spotify:track:71EHOyEOhNx1SzTebRRyng,"Weak","It's About Time","SWV",1992-10-27,291906,69,false,,2022-09-16T08:12:46Z,"new jack swing,r&b","RCA Records Label",0.693,0.533,2,-10.954,0,0.0402,0.107,0,0.0695,0.568,127.661,4
spotify:track:3XKIUb7HzIF1Vu9usunMzc,"Maria Maria (feat. The Product G&B)","Supernatural (Remastered)","Santana;The Product G&B",1999-06-15,261973,73,false,,2023-05-04T04:40:51Z,"","Columbia/Legacy",0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4
spotify:track:4S0NYVAQdIb81uLoZoQmgq,"Kiss of Life","Love Deluxe","Sade",1992-10-26,350000,66,false,,2022-09-16T08:12:46Z,"","Epic",0.734,0.492,6,-11.023,0,0.0306,0.623,0.0741,0.112,0.783,97.146,4
spotify:track:2VjXGuPVVxyhMgER3Uz2Fe,"Ex-Factor","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,326533,76,false,,2022-09-16T08:12:46Z,"neo soul","Ruffhouse/Columbia",0.593,0.619,3,-9.003,0,0.0976,0.118,0,0.484,0.668,80.02,4
spotify:track:1Oi2zpmL81Q0yScF1zxaC0,"Bills, Bills, Bills","The Writing's On The Wall","Destiny's Child",1999-07-27,256026,71,false,,2021-08-20T04:02:00Z,"","Columbia",0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,4
spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,"No Diggity","Another Level","Blackstreet;Dr. Dre;Queen Pen",1996-09-09,304600,80,false,,2021-08-20T04:02:00Z,"new jack swing,old school hiphop,g funk,gangsterrap,west coast hiphop,hiphop,rap","Interscope",0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4
spotify:track:4lRrk574qIHpoEEKC1zuam,"At Your Best (You Are Love)","Age Ain't Nothing But A Number","Aaliyah",1994-05-22,291400,64,false,,2021-08-20T04:02:00Z,"r&b","Jive",0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,4
spotify:track:3l3xTXsUXeWlkPqzMs7mPD,"End Of The Road","Cooleyhighharmony (Bonus Tracks Version)","Boyz II Men",1991-04-30,351466,75,false,,2022-09-16T08:12:46Z,"new jack swing,r&b,quiet storm","UNI/MOTOWN",0.641,0.428,5,-9.29,0,0.024,0.0666,0,0.0579,0.53,149.705,3
spotify:track:2GFExyKXf9383tSRSrEHEt,"Can't Take My Eyes Off of You - (I Love You Baby)","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,221466,72,false,,2023-08-25T07:08:29Z,"neo soul","Ruffhouse/Columbia",0.747,0.662,1,-7.9,0,0.0796,0.0118,0,0.138,0.63,88.926,4
spotify:track:6a5jHgwqYMk9wlYJYfs3c9,"Can We Talk","The Best of Tevin Campbell","Tevin Campbell",2001,284586,63,false,,2021-08-20T04:02:00Z,"new jack swing,quiet storm","Warner Records/Qwest",0.658,0.711,2,-7.424,0,0.0425,0.0759,0.0000177,0.0446,0.614,172.365,4
spotify:track:5FR54UnizyI8pE5E9Zb0Dt,"Pony","Ginuwine... The Bachelor","Ginuwine",1996-10-08,324800,65,false,,2022-09-16T08:12:46Z,"r&b","550 Music - Epic",0.544,0.648,8,-8.079,0,0.29,0.0068,0.000919,0.503,0.956,142.026,4
spotify:track:3j64qSBGg8zPn4zRa9Wok1,"One In A Million","One In A Million","Aaliyah",1996-08-13,270760,66,false,,2022-07-28T15:25:39Z,"r&b","Blackground Records",0.741,0.508,11,-5.099,0,0.0507,0.0347,0.0000645,0.0602,0.354,121.965,4
spotify:track:4G1qRhOk1YY0kewtMaCrMC,"Rain","Release Some Tension","SWV",1997-07-29,264506,64,false,,2022-09-16T08:12:46Z,"new jack swing,r&b","RCA Records Label",0.643,0.486,4,-10.443,0,0.0278,0.337,0.00000386,0.702,0.146,138.151,3
spotify:track:0uEp9E98JB5awlA084uaIg,"Doo Wop (That Thing)","The Miseducation of Lauryn Hill","Ms. Lauryn Hill",1998-08-25,320266,77,false,,2022-09-16T08:12:46Z,"neo soul","Ruffhouse/Columbia",0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,4
spotify:track:1HvmjWFZpe1lrEl1ehLsvr,"Share My World","Share My World","Mary J. Blige",1997-01-01,307106,62,false,,2025-02-07T07:47:44Z,"r&b","Geffen*",0.707,0.539,4,-6.742,0,0.0373,0.015,0,0.12,0.747,140.021,4
spotify:track:22QiTJqDn1BIRSh4mkNJ5w,"Cherish the Day","Love Deluxe","Sade",1992-10-26,332133,73,false,,2022-10-27T04:00:00Z,"","Epic",0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,4
spotify:track:6qspW4YKycviDFjHBOaqUY,"Waterfalls","Crazysexycool","TLC",1994-11-15,279506,76,false,,2022-09-16T08:12:46Z,"","Arista/LaFace Records",0.769,0.505,1,-7.345,1,0.0829,0.311,0.0000749,0.0777,0.757,171.804,4
spotify:track:6N9uyMZf9pbNOuomveWscp,"I Wanna Be Down","Brandy","Brandy",1994,291666,66,false,,2022-09-16T08:12:46Z,"r&b","Rhino Atlantic",0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,4
spotify:track:1jM5ZCFU2ZE2PyfX4xv6eb,"Honey","Butterfly: 25th Anniversary Expanded Edition","Mariah Carey",2022-09-16,300093,53,false,,2022-09-16T04:00:00Z,"kerst","Columbia/Legacy",0.691,0.838,1,-6.619,1,0.104,0.123,0.00000268,0.123,0.687,95.819,4
spotify:track:3jDdpx9PMlfMBS5tOBHFm9,"Return of the Mack","Return of the Mack","Mark Morrison",1996-04-22,213093,79,false,,2021-08-20T04:02:00Z,"","WM UK",0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,4
spotify:track:1oaaSrDJimABpOdCEbw2DJ,"No Ordinary Love","Love Deluxe","Sade",1992-10-26,440466,76,false,,2022-09-16T08:12:46Z,"","Epic",0.629,0.364,11,-12.259,0,0.038,0.467,0.0204,0.0941,0.701,166.266,4
spotify:track:6SkGfPa77E4giShVbk9N6R,"Soon as I Get Home","Faith","Faith Evans",1995,324280,61,false,,2022-09-16T08:12:46Z,"r&b","Bad Boy Records",0.652,0.498,11,-6.2,1,0.0413,0.519,0,0.149,0.336,120.141,4
spotify:track:69QIVIjPMnI1ABLBqh9P1b,"Twisted","Keith Sweat","Keith Sweat",1996,260666,70,false,,2022-09-16T08:12:46Z,"new jack swing,quiet storm,r&b","Rhino/Elektra",0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849,4
spotify:track:7dfl9X38RhIvB3oSmmneq3,"I'll Make Love To You","II","Boyz II Men",1994-08-30,236760,70,false,,2022-09-16T08:12:46Z,"new jack swing,r&b,quiet storm","Motown",0.559,0.49,2,-8.06,1,0.0247,0.104,0,0.099,0.201,142.445,3
spotify:track:7ySbfLwdCwl1EM0zNCJZ38,"One Sweet Day","Daydream","Mariah Carey;Boyz II Men",1995-10-03,281066,70,false,,2022-09-16T08:12:46Z,"kerst,new jack swing,r&b,quiet storm","Columbia",0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,4
spotify:track:5xE7sFTlv2yrG9mmhDSpdq,"Come and Talk to Me - Remix","R&B Hits","Jodeci",2005-10-04,295386,61,false,,2021-08-20T04:02:00Z,"new jack swing,quiet storm,r&b","Bad Boy Records",0.72,0.657,11,-6.823,0,0.295,0.0262,0.00000233,0.209,0.657,172.168,4
spotify:track:7MQywXGHEev7JmwwIzMcao,"Love Like This","Keep the Faith","Faith Evans",1998,275706,66,false,,2021-08-20T04:02:00Z,"r&b","Bad Boy Records",0.767,0.551,0,-7.328,1,0.0616,0.00364,0,0.0451,0.796,100.904,4
spotify:track:5PG3h38oiQLEJlOuOvIs80,"Still Not a Player (feat. Joe)","Greatest Hits","Big Pun;Joe",2008-10-14,236906,58,false,,2021-08-20T04:02:00Z,"east coast hiphop,old school hiphop,hardcore hiphop,r&b,quiet storm","Jive",0.902,0.614,4,-6.529,0,0.289,0.184,0.000742,0.0867,0.862,94.069,4
spotify:track:6tBD4yjOf9P8rWwUlXdJFm,"Have You Ever","Never Say Never","Brandy",1998-05-29,273440,65,false,,2023-06-09T16:00:00Z,"r&b","Atlantic Records",0.698,0.533,2,-6.246,1,0.0437,0.542,0,0.333,0.275,134.001,4
spotify:track:2MflYZf6aZzOxQWX0O7Brc,"In My Bed","Dru Hill","Dru Hill",1996-11-19,284600,55,false,,2022-09-16T08:12:46Z,"quiet storm,r&b","Island Records",0.714,0.37,6,-7.395,0,0.0321,0.436,0,0.0518,0.334,118.11,4
spotify:track:4WUnM4KNZ0kjp0CUeoyOnS,"I Swear","All-4-One","All-4-One",1994-01-01,259853,72,false,,2022-09-16T08:12:46Z,"","Atlantic Records",0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,4
spotify:track:0tNuJpBgtE65diL6Q8Q7fI,"On & On","Baduizm","Erykah Badu",1997-01-01,226133,71,true,,2021-08-20T04:02:00Z,"neo soul,r&b","Universal Records",0.761,0.403,11,-10.424,0,0.158,0.0392,0.0113,0.256,0.346,80.476,4
spotify:track:5AQcMYiXysWVDKAUOPWF4D,"You Make Me Wanna...","My Way (25th Anniversary Edition)","USHER",2022-09-16,219400,51,false,,2022-09-16T04:00:00Z,"r&b","LaFace/Legacy",0.751,0.62,5,-8.743,0,0.0536,0.0269,0,0.0807,0.932,164.11,4
spotify:track:6aJ90LBl96bly9zuEH1U2X,"This Is How We Do It","Best Of Montell Jordan","Montell Jordan",2015-09-25,237546,66,false,,2021-08-20T04:02:00Z,"new jack swing","Def Soul",0.791,0.702,1,-7.333,1,0.0625,0.0176,0,0.423,0.788,103.646,4
spotify:track:5u3FywQOPJ5O7ZAjm31cnq,"Right Here - Human Nature Radio Mix","Right Here","SWV",1992,226800,55,false,,2021-08-20T04:02:00Z,"new jack swing,r&b","RCA/Legacy",0.601,0.74,9,-5.043,0,0.0573,0.0299,0.332,0.0937,0.672,94.013,4
spotify:track:29rQJydAlO0uMyWvRIZxQg,"That's The Way Love Goes","Janet","Janet Jackson",1993-05-18,265106,68,false,,2021-08-20T04:02:00Z,"new jack swing","Virgin Records",0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,4
spotify:track:45wneA2j0Z0WMnYNDO6Ad0,"Back & Forth","Age Ain't Nothing But A Number","Aaliyah",1994-05-22,231093,61,false,,2022-07-28T15:25:39Z,"r&b","Jive",0.706,0.727,5,-8.06,1,0.0317,0.0698,0.00000531,0.115,0.903,92.938,4
spotify:track:0ymLvEYKBKRlJbGwAZhOqg,"I Like","Surrender","Kut Klose",1995-02-21,258893,59,false,,2022-09-16T08:12:46Z,"quiet storm,new jack swing","Elektra Records",0.705,0.439,6,-10.246,1,0.0263,0.378,0.0000175,0.0654,0.65,112.397,4
spotify:track:2lp8xjq0WTm3HZKHuDEweg,"Tell Me","Groove Theory","Groove Theory",1995-07-25,236066,66,false,,2021-08-20T04:02:00Z,"neo soul,new jack swing","Epic",0.8,0.362,6,-10.849,0,0.0634,0.035,0.00000399,0.0667,0.888,93.059,4
spotify:track:3kVIFDE3G89I2RPVkiRaRj,"Cupid","112","112",1996-08-27,252266,65,false,,2022-09-16T08:12:46Z,"r&b","Bad Boy Records",0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562,4
spotify:track:1Q0lOGB52skgfzdcq233vs,"Nothing Even Matters (feat. D'Angelo)","The Miseducation of Lauryn Hill","Ms. Lauryn Hill;D'Angelo",1998-08-25,350533,64,false,,2023-08-25T07:08:29Z,"neo soul","Ruffhouse/Columbia",0.539,0.363,10,-13.888,0,0.166,0.701,0.00000318,0.14,0.549,136.422,4
spotify:track:104gvc1JDyW1PXCW9GCP17,"I Couldn't Love You More","Love Deluxe","Sade",1992-10-26,228293,68,false,,2022-10-27T04:00:00Z,"","Epic",0.749,0.16,7,-18.744,1,0.0307,0.79,0.227,0.122,0.206,98.148,4
spotify:track:67ZorjDM25q7bETfLbHdfS,"You're the One","New Beginning","SWV",1996-04-23,282600,54,false,,2021-08-20T04:02:00Z,"new jack swing,r&b","RCA Records Label",0.79,0.608,6,-7.151,1,0.0363,0.522,0.00491,0.193,0.958,94.166,4
spotify:track:5IFCyWplye09HytIP80RCF,"Too Close","Rated Next","Next",1997-09-30,259440,69,true,,2022-09-16T08:12:46Z,"r&b","Arista",0.847,0.402,7,-9.952,1,0.0641,0.0118,0,0.283,0.752,99.693,4
spotify:track:0BTGqPIW9acmhhUmENkq5r,"If You Love Me","From The Bottom Up","Brownstone",1993-06-01,304160,62,false,,2021-08-20T04:02:00Z,"new jack swing","MJJ Music",0.687,0.583,7,-10.224,1,0.0639,0.225,0,0.105,0.211,95.138,4
spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,"Angel of Mine","The Boy Is Mine","Monica",1998-07-13,250173,61,false,,2022-09-16T08:12:46Z,"r&b","Arista",0.592,0.562,10,-6.869,0,0.0239,0.00373,0.0000323,0.223,0.208,90.16,4
spotify:track:0YwUJOHKYxlm5gVfIkl8Ym,"Best Friend","Brandy","Brandy",1994,288840,59,false,,2022-09-16T08:12:46Z,"r&b","Rhino Atlantic",0.696,0.49,6,-6.631,0,0.0347,0.155,0.000351,0.0563,0.557,179.825,4
spotify:track:5A0aUvnfAEcmUx3hoXjI8R,"I'm So Into You","It's About Time","SWV",1992-10-27,278333,59,false,,2021-08-20T04:02:00Z,"new jack swing,r&b","RCA Records Label",0.85,0.513,7,-10.663,1,0.0513,0.0624,0.00249,0.0689,0.623,99.01,4
spotify:track:1aWV3uY3SIEZVbmv45oFWS,"Creep","Crazysexycool","TLC",1994-11-15,268533,67,false,,2022-09-16T08:12:46Z,"","Arista/LaFace Records",0.811,0.458,5,-9.688,0,0.0402,0.0193,0.00000141,0.0526,0.797,92.94,4
spotify:track:4FgJSRvSafjvKDonVzpRnM,"Butterfly","Butterfly: 25th Anniversary Expanded Edition","Mariah Carey",2022-09-16,273925,38,false,,2022-09-16T04:00:00Z,"kerst","Columbia/Legacy",0.534,0.53,2,-7.292,1,0.0309,0.605,0,0.0973,0.163,107.889,4
spotify:track:51QxenFmXlJXUN9mpvxlaL,"Nobody's Supposed to Be Here","One Wish","Deborah Cox",1998-09-17,262333,58,false,,2022-09-16T08:12:46Z,"quiet storm","Arista",0.662,0.531,8,-5.3,1,0.0361,0.202,0.0000116,0.595,0.399,119.957,4
spotify:track:1e5DTpM1WeggytDXbphivX,"Kissin' You","Total","Total",1996-01-30,282333,59,false,,2022-09-16T08:12:46Z,"r&b,new jack swing","Rhino Atlantic",0.746,0.493,11,-9.427,0,0.0997,0.302,0.00957,0.109,0.878,82.04,4
spotify:track:6l4TNbfPtNAOOlGIfceSaO,"Ascension (Don't Ever Wonder) - Remastered 2021","Maxwell's Urban Hang Suite","Maxwell",1996-04-02,345975,68,false,,2021-08-20T04:02:00Z,"neo soul,quiet storm,r&b","Columbia",0.762,0.459,0,-10.307,1,0.0379,0.111,0.0219,0.147,0.749,96.069,4
spotify:track:58s4iqgXFzXhBndBkg2AaD,"Spend My Life With You","A Day in the Life","Eric Benét;Kevin ""K.D."" Davis",1999-02-25,276013,61,false,,2022-09-16T08:12:46Z,"neo soul,quiet storm,hedendaagse r&b","Warner Records",0.583,0.435,8,-8.784,1,0.0386,0.434,0.0000549,0.102,0.292,72.01,4
spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,"Sweet Lady","Tyrese","Tyrese",1998-08-31,290600,62,false,,2022-09-16T08:12:46Z,"r&b,quiet storm","RCA Records Label",0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,4
spotify:track:7861kBrZ5aw7o4NfggcyYW,"It's Not Right But It's Okay","My Love Is Your Love","Whitney Houston",1998-11-17,292400,66,false,,2022-09-16T08:12:46Z,"","Arista",0.805,0.802,1,-7.076,1,0.1,0.162,0.000883,0.0698,0.531,127.924,4
