-37.4222,0.0655226,0.142692,-0.0200821,0.451572,-0.735875,0.348372,-0.404584,0.322567,-0.0589949,-0.0864668,-0.0875156,0.0553096,0.474197,0.182679,-0.0875408,-0.24975,0.119668,0.428841,0.147893
-36.6134,0.152369,0.159479,-0.0285966,0.437556,-0.845093,0.374397,-0.349653,0.385251,-0.359728,-0.135619,0.21645,0.046767,0.178955,-0.213901,-0.0803063,0.0349853,0.00189882,-0.0336856,-0.153376
-36.4214,0.0904544,-0.0772849,-0.431218,0.289974,-0.555108,0.692851,-0.292699,0.360344,-0.138628,-0.0539413,-0.000572544,-0.0669868,0.286397,-0.0711793,0.011679,-0.00627613,-0.0266912,-0.114099,-0.0833128
-36.38,0.180787,-0.0594763,-0.147992,0.510244,-0.584299,0.430554,-0.499822,0.0811932,-0.235305,0.0853056,0.0730644,0.00780185,0.253805,-0.118386,0.0417801,0.136322,0.0839618,-0.00453609,-0.121016
-36.498,0.120889,0.141151,-0.287723,0.428266,-0.432997,0.52705,-0.408852,0.184611,-0.126533,-0.090128,0.0156409,-0.0913314,0.00119716,0.0854903,0.0651803,0.151062,0.108397,0.108809,-0.113866
-36.39,0.39251,0.0738291,0.056135,0.518937,-0.742421,0.501853,-0.366055,0.445706,-0.0834472,0.0726975,0.137846,0.0708248,0.22962,-0.0209861,0.187344,0.0106133,-0.00782779,-0.0136451,-0.0330113
-36.3785,0.165698,0.011944,-0.300437,0.246175,-0.649428,0.238785,-0.362683,0.255901,-0.287333,0.259641,0.129625,-0.0537307,0.147639,-0.0919561,0.105501,0.0412212,-0.0743327,-0.0178243,0.265619
-36.1728,0.198754,-0.155715,-0.168934,0.405851,-0.509443,0.386107,-0.364859,0.168188,-0.40047,-0.102228,0.227003,0.0750572,0.0658425,-0.0270956,0.0368808,-0.0593672,0.0368827,0.20283,-0.104432
-36.2727,-0.0853597,-0.278559,-0.27427,0.475142,-0.626306,0.550139,-0.44977,0.0336977,-0.104416,-0.0865059,-0.238384,-0.143074,0.046105,-0.059478,0.0784865,-0.0720263,-0.0312177,0.048946,-0.44189
-36.5309,0.142553,-0.276017,-0.364357,0.433709,-0.434015,0.502905,-0.408866,0.147794,-0.168925,-0.0492336,-0.0384647,0.0326045,0.170568,0.131722,0.267053,0.227158,-0.026141,-0.0687763,-0.226981
-36.4094,0.129412,-0.0563144,-0.0909686,0.596142,-0.459689,0.487218,-0.354707,0.0656784,-0.332625,-0.377245,-0.154095,-0.0115795,0.107526,-0.13482,0.0600742,0.0696881,-0.152106,0.0651788,0.0364319
-36.4276,0.209758,-0.061684,-0.335466,0.592019,-0.638049,0.279433,-0.378866,0.152708,-0.0445763,0.128545,-0.0992933,0.0304081,0.251239,-0.0323071,-0.00102762,-0.0936876,0.00907984,0.168446,0.156199
-36.4074,0.0927273,-0.263322,-0.262362,0.338209,-0.856334,0.357641,-0.170929,0.364357,-0.306462,-0.0531254,-0.236783,-0.0255266,0.123659,-0.0200035,-0.258261,-0.143696,-0.0759282,0.137032,0.136327
-36.3672,0.161749,-0.066291,-0.335396,0.412386,-0.502867,0.62515,-0.226433,0.380229,-0.109373,0.00969382,0.00900283,0.187361,0.234586,-0.030809,-0.251544,0.0476179,0.107888,-0.0169334,0.144959
-36.3943,0.0843114,0.104245,-0.121699,0.29648,-0.74121,0.231691,-0.195181,0.4727,0.0710799,-0.0627745,0.0118408,-0.167211,0.0804966,-0.0782827,0.045383,-0.0721448,0.0560869,0.115869,0.0187941
-36.2851,0.0113781,-0.236452,-0.179132,0.366404,-0.600846,0.407527,-0.608429,0.130736,-0.356231,-0.201631,-0.328405,-0.034896,0.0817491,-0.0569601,0.0298015,-0.163655,-0.136207,-0.0310893,-0.148078
-36.5704,-0.0583016,-0.0716186,-0.259925,0.522066,-0.484434,0.628109,-0.404685,0.0302454,-0.169497,0.00628997,-0.120239,-0.299848,0.320576,0.0591279,-0.0526552,-0.220021,-0.0694256,0.156192,0.0151206
-36.1523,0.162608,0.191733,-0.0369706,0.132387,-0.757725,0.386451,-0.3223,0.200937,-0.292425,0.0467796,0.00313541,0.0704661,0.239183,0.217454,0.138686,0.0495839,0.0382996,0.166002,0.175927
